gene_set_id	phenotype	definition	gene_symbol	ensembl_gene_id	evidence	effect_direction	effect_beta	p_value	source_id	notes
sfari_all_scored	ASD	All genes assigned a SFARI score	STXBP5	ENSG00000164506	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	STYK1	ENSG00000060140	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SUPT16H	ENSG00000092201	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYAP1	ENSG00000169895	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYBU	ENSG00000147642	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYCE1	ENSG00000171772	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYN1	ENSG00000008056	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYN2	ENSG00000157152	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYNCRIP	ENSG00000135316	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYNE1	ENSG00000131018	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYNGAP1	ENSG00000197283	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYNJ1	ENSG00000159082	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYP	ENSG00000102003	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	SYT17	ENSG00000103528	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TAF1C	ENSG00000103168	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TAF4	ENSG00000130699	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TAF6	ENSG00000106290	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TANC2	ENSG00000170921	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TAOK1	ENSG00000160551	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TAOK2	ENSG00000149930	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBC1D31	ENSG00000156787	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBC1D5	ENSG00000131374	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBCB	ENSG00000105254	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBCEL	ENSG00000154114	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBCK	ENSG00000145348	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBL1X	ENSG00000101849	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBL1XR1	ENSG00000177565	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBR1	ENSG00000136535	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TBX22	ENSG00000122145	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TCEAL1	ENSG00000172465	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TCF12	ENSG00000140262	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TCF20	ENSG00000100207	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TCF4	ENSG00000196628	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TCF7L2	ENSG00000148737	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TDO2	ENSG00000151790	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TECTA	ENSG00000109927	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TEK	ENSG00000120156	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TERB2	ENSG00000167014	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TERF2	ENSG00000132604	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TET2	ENSG00000168769	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TFB2M	ENSG00000162851	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TGM1	ENSG00000092295	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	THBS1	ENSG00000137801	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	THRA	ENSG00000126351	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TLE3	ENSG00000140332	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TLK2	ENSG00000146872	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TLN2	ENSG00000171914	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TM4SF19	ENSG00000145107	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TM9SF4	ENSG00000101337	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TMEM134	ENSG00000172663	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TMEM39B	ENSG00000121775	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TMLHE	ENSG00000185973	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TNPO3	ENSG00000064419	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TNRC6B	ENSG00000100354	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TNRC6C	ENSG00000078687	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TNS2	ENSG00000111077	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TOP2B	ENSG00000077097	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TOP3B	ENSG00000100038	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TPO	ENSG00000115705	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRAF7	ENSG00000131653	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRAP1	ENSG00000126602	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRAPPC2L	ENSG00000167515	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRAPPC9	ENSG00000167632	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRIM23	ENSG00000113595	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRIM32	ENSG00000119401	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRIM33	ENSG00000197323	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRIM8	ENSG00000171206	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRIO	ENSG00000038382	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRIP12	ENSG00000153827	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRPC4	ENSG00000133107	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRPC5	ENSG00000072315	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRPC6	ENSG00000137672	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRPM1	ENSG00000134160	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRPM6	ENSG00000119121	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRPM7	ENSG00000092439	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TRRAP	ENSG00000196367	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSC1	ENSG00000165699	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSC2	ENSG00000103197	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSHZ1	ENSG00000179981	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSHZ3	ENSG00000121297	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSPAN17	ENSG00000048140	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSPAN4	ENSG00000214063	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSPAN7	ENSG00000156298	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSPOAP1	ENSG00000005379	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TSPYL2	ENSG00000184205	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TTN	ENSG00000155657	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	TUBGCP5	ENSG00000275835	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	U2AF2	ENSG00000063244	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBA7	ENSG00000182179	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBAP2L	ENSG00000143569	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBE2H	ENSG00000186591	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBE3A	ENSG00000114062	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBE3C	ENSG00000009335	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBN2	ENSG00000157741	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBR1	ENSG00000159459	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBR3	ENSG00000144357	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UBR5	ENSG00000104517	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UGGT1	ENSG00000136731	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UIMC1	ENSG00000087206	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UNC13A	ENSG00000130477	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UNC5D	ENSG00000156687	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UNC79	ENSG00000133958	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UNC80	ENSG00000144406	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UPF2	ENSG00000151461	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	UPF3B	ENSG00000125351	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USH2A	ENSG00000042781	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP15	ENSG00000135655	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP24	ENSG00000162402	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP27X	ENSG00000273820	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP30	ENSG00000135093	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP45	ENSG00000123552	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP7	ENSG00000187555	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP9X	ENSG00000124486	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	USP9Y	ENSG00000114374	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VASH1	ENSG00000071246	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VCP	ENSG00000165280	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VDR	ENSG00000111424	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VEZF1	ENSG00000136451	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VIL1	ENSG00000127831	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VPS13B	ENSG00000132549	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VPS54	ENSG00000143952	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VSIG4	ENSG00000155659	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	VWA7	ENSG00000204396	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WAC	ENSG00000095787	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WDFY3	ENSG00000163625	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WDFY4	ENSG00000128815	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WDR37	ENSG00000047056	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WNK3	ENSG00000196632	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WNT1	ENSG00000125084	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WWOX	ENSG00000186153	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	WWP1	ENSG00000123124	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	XPO1	ENSG00000082898	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	XRCC6	ENSG00000196419	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	YEATS2	ENSG00000163872	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	YTHDC2	ENSG00000047188	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	YWHAE	ENSG00000108953	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	YWHAG	ENSG00000170027	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	YWHAZ	ENSG00000164924	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	YY1	ENSG00000100811	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZBTB16	ENSG00000109906	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZBTB20	ENSG00000181722	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZBTB21	ENSG00000173276	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZBTB47	ENSG00000114853	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZC3H11A	ENSG00000058673	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZC3H4	ENSG00000130749	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZEB2	ENSG00000169554	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZFHX3	ENSG00000140836	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZFHX4	ENSG00000091656	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZFX	ENSG00000005889	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZFYVE26	ENSG00000072121	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZFYVE9	ENSG00000157077	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZMIZ1	ENSG00000108175	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZMYM2	ENSG00000121741	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZMYND11	ENSG00000015171	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZMYND8	ENSG00000101040	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF18	ENSG00000154957	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF292	ENSG00000188994	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF385B	ENSG00000144331	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF462	ENSG00000148143	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF517	ENSG00000197363	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF532	ENSG00000074657	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF536	ENSG00000198597	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF548	ENSG00000188785	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF559	ENSG00000188321	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF626	ENSG00000188171	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF644	ENSG00000122482	3	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF711	ENSG00000147180	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF713	ENSG00000178665	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF774	ENSG00000196391	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF804A	ENSG00000170396	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF827	ENSG00000151612	2	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZNF865	ENSG00000261221	1	.	.	.	sfari_2026q2	.
sfari_all_scored	ASD	All genes assigned a SFARI score	ZWILCH	ENSG00000174442	2	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ABCE1	ENSG00000164163	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ACTB	ENSG00000075624	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ADNP	ENSG00000101126	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ADSL	ENSG00000239900	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	AFF2	ENSG00000155966	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	AHDC1	ENSG00000126705	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ALDH5A1	ENSG00000112294	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ANK2	ENSG00000145362	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ANK3	ENSG00000151150	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ANKRD11	ENSG00000167522	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ANP32A	ENSG00000140350	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	AP2S1	ENSG00000042753	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ARF3	ENSG00000134287	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ARHGEF9	ENSG00000131089	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ARID1B	ENSG00000049618	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ARX	ENSG00000004848	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ASH1L	ENSG00000116539	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ASTN1	ENSG00000152092	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ASXL3	ENSG00000141431	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	ATRX	ENSG00000085224	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	AUTS2	ENSG00000158321	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	BAZ2B	ENSG00000123636	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	BCKDK	ENSG00000103507	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	BCL11A	ENSG00000119866	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	BRAF	ENSG00000157764	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	BRSK2	ENSG00000174672	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CACNA1A	ENSG00000141837	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CACNA1C	ENSG00000151067	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CACNA1E	ENSG00000198216	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CACNA2D3	ENSG00000157445	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CAMK2A	ENSG00000070808	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CAMTA2	ENSG00000108509	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CAPRIN1	ENSG00000135387	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CASK	ENSG00000147044	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CASZ1	ENSG00000130940	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CDKL5	ENSG00000008086	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CELF4	ENSG00000101489	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CHAMP1	ENSG00000198824	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CHD2	ENSG00000173575	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CHD3	ENSG00000170004	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CHD7	ENSG00000171316	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CHD8	ENSG00000100888	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CIC	ENSG00000079432	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CNOT3	ENSG00000088038	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CORO1A	ENSG00000102879	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CPSF7	ENSG00000149532	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CREBBP	ENSG00000005339	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CSDE1	ENSG00000009307	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CSNK2A1	ENSG00000101266	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CTCF	ENSG00000102974	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CTNNB1	ENSG00000168036	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	CUL3	ENSG00000036257	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DDX3X	ENSG00000215301	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DEAF1	ENSG00000177030	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DHCR7	ENSG00000172893	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DIP2A	ENSG00000160305	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DLG4	ENSG00000132535	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DMPK	ENSG00000104936	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DNMT3A	ENSG00000119772	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DPYSL2	ENSG00000092964	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DSCAM	ENSG00000171587	1	.	.	.	sfari_2026q2	.
sfari_score_1	ASD	SFARI score 1	DYNC1H1	ENSG00000197102	1	.	.	.	sfari_2026q2	.
